Puzzle,Solution,Givens,Singles,Hidden Singles,Naked Pairs,Hidden Pairs,Pointing Pairs/Triples,Box/Line Intersections,Guesses,Backtracks,Difficulty
..4.91..3..57........463.7...........9....35....14.6....2...7.....3...495....2.6.,674591823135728496829463571486235917291687354357149682962814735718356249543972168,24,51,6,0,0,0,0,0,0,Easy,
.9.7.1......2......5.69.......9...71..63.452.....5....569.7.24..2.....3......9...,293741685681235794457698312345962871876314529912857463569173248124586937738429156,25,46,10,0,0,0,0,0,0,Easy,
....7..........5934......8..52.9.37.9....2..8.8.4..9.........3.1..7..4...7.5...2.,598673241716284593423915786652891374947352618381467952265149837139728465874536129,24,38,19,0,0,0,0,0,0,Easy,
......3.1...18....9..32..5..3..698..5...1......9......2.6...4.345...6..9.....81..,875694321623185947914327658732569814568413792149872536286951473451736289397248165,25,44,11,1,0,1,0,1,0,Expert,
.729......69..7.5.8.51.....38...5..6.......7.5..3......1.736...7..5.2...........1,172953864469827153835164297387295416921648375546371982218736549794512638653489721,25,36,20,0,0,0,0,0,0,Easy,
19....5.4.7...5.....4.98...7........289.43....1.2.............1...8.9..754.37....,193762584872435619654198723735916248289543176416287395927654831361829457548371962,25,45,11,0,0,0,0,0,0,Easy,
6..9.5....7.....8.48....516.541.......6.3....71....84........7.1..4...5......96..,631985724572641983489327516954178362826534197713296845365812479197463258248759631,25,42,14,0,0,0,0,0,0,Easy,
5...193...6...71....9....7229....5..6.......13.19.4.........645.......3...36..2..,527819364468237159139465872294176583675382491381954726812793645746521938953648217,26,45,10,1,0,0,0,0,0,Intermediate,
9.84..2.........87....754.6.8.54..........3...3..8..645....9.7....3....2......93.,978461253465932187312875496681543729754296318239187564543629871197358642826714935,25,35,21,1,0,0,0,0,0,Intermediate,
...7...2....2.4..9......154..5.1.3..893.2....71..4......9...8.55.2.3.........8.32,954781623631254789278963154425819376893627541716345298349172865582436917167598432,27,50,4,0,0,0,0,0,0,Easy,
1......4..8...451363....8....8....7.3.....6.4...2..1.88.2.....7.413...5....5.....,195832746287964513634175892428613975319758624576249138852491367741386259963527481,26,35,20,0,0,0,0,0,0,Easy,
2.6.7....5....2.....36..7.......7....9.4.3.6..6.9...........54.9.25...1.1....492.,286175439579342681413698752325867194791423865864951273637219548942586317158734926,25,33,21,1,0,1,0,2,0,Expert,
....17.....435.7.93.6..........9.54.4.......66.9..12...1..359..7...2.......7.....,598217634124356789376984125287693541431572896659841273812435967763129458945768312,25,43,13,0,0,0,0,0,0,Easy,
4.5.....8.7.8..3.2....517.4....2..6..1...6.27..3........1........47.....28..45...,495372618176894352832651794748129563519436827623587941351268479964713285287945136,25,66,25,2,1,4,0,4,4,Expert,
.72..........7..85..9..43.........2.....68..4...2.75.8..76354...3......6..4....7.,572386149463971285819524367798453621325168794146297538987635412231749856654812973,25,37,19,0,0,1,0,0,0,Intermediate,
49.........3....781.....52...2.38....5...1.....1....8.....2...9..975.34..4..8....,495872136623415978178693524762938415854261793931547682517324869289756341346189257,24,39,18,0,0,0,0,0,0,Easy,
...14......682...........5......2.4...4.382.6.2..6...3.58.7...47..6...31.....48..,587143629496825317231796458863912745174538296925467183358271964742689531619354872,26,56,11,2,0,1,0,2,2,Expert,
...5....3....6.2..6...91..5.....81.....6...2.8...72......9..5.2.197.53.6....8..7.,192547863574863291683291745926458137357619428841372659768934512419725386235186974,26,44,11,0,0,0,0,0,0,Easy,
.265.9..89.48..53..7823........2.7.97..6.43...329.......7....9..8.....4......6...,326549178914867532578231964465123789791684325832975416657418293189352647243796851,29,47,5,0,0,0,0,0,0,Easy,
.86.235.....6.5...45...83.2...........3....1621......89........52..1..9.83....2.1,186423579372695184459178362698341725743582916215769438961234857524817693837956241,27,24,30,0,0,0,0,0,0,Easy,
............7..48.7.83......49.8...1..5..9.......1..7.2.....3.9.5.......3918..5..,924168753513792486768345192649587231175239648832614975287451369456923817391876524,23,39,19,2,1,1,0,0,0,Intermediate,
8.6...4.......3..6.4..7.8..4.8..59....5..6.1..7.1....8....9.6.1.....1.....7.6.3..,896512473752843196341679825418735962235986714679124538583297641964351287127468359,25,35,28,1,1,0,0,2,2,Expert,
....72.6.9......1.........475..1.2....23...7..3...41.....5..4..3.6.....54..9...2.,813472569964853712527196384758619243142385976639724158291568437376241895485937621,24,39,18,2,0,0,0,0,0,Intermediate,
41...36..9.34.7.......5..2....9.........2...31.....29......41..7......36.9...6..5,415283679923467851687159324832941567579628413164375298356794182748512936291836745,24,45,12,0,0,0,0,0,0,Easy,
835.....6.....4..96..3.5.....2..64.7.9.........3....2....8.2.6.7..........6....5.,835729146271684539649315872582936417497251683163478925354892761718563294926147358,22,49,10,0,0,0,0,0,0,Easy,
..6.5...3...7..1683...8...7..95....1..1...8.........2...7....9....9..7.68....3..5,786159243925734168314286957439528671251467839678391524167845392543912786892673415,24,40,17,2,0,0,0,0,0,Intermediate,
.8.......9..4..2....4.39..62...6...7........2.37.5..8.3...8..258....7....7.9..4..,583612974961478253724539816295861347418793562637254189349186725852347691176925438,25,49,19,2,0,2,0,3,2,Expert,
3..1.4867...3.....8.4.2...5.......7.7.6...5.8.4.5...3.53............745......21..,325194867671385942894726315953861274716243598248579631539418726182637459467952183,26,49,20,2,0,3,0,2,2,Expert,
...8..4.33....6....74.2.81...6.7.9.4...3.4...........8...18..3.....6.287..7......,692851473381746592574923816136578924258394761749612358425187639913465287867239145,25,26,29,0,0,0,0,1,0,Expert,
8.........963..8...3.....95....9..3....7..9.....5...6.6.....21..2..38.59.751.23..,841259673596317842237486195462891537358764921719523468683975214124638759975142386,27,43,14,2,0,1,1,2,2,Expert,
......9.......385.1.......4..2.59....8...257...4..8...4.......99.7.1....5...94.83,845621937296473851173985264612759348389142576754368192428537619937816425561294783,25,42,14,0,0,0,0,0,0,Easy,
......8..57.6.....41..83......4.7.2..6...1.......2.18....53461.3.........4.7.6...,639175842578642391412983765981467523263851974754329186827534619396218457145796238,25,49,7,0,0,0,0,0,0,Easy,
..1..3.....5....9..9.....6..8.53.6......8..341...6...2.3495.....5..1.9.....4.65..,621893475375641298498275361782534619569182734143769852834957126256318947917426583,26,37,18,1,0,0,0,0,0,Intermediate,
.......6...3..5..1..6.....3.8.5.6.......9.1..3142..........49..6.2...8.48..6.9.15,978341562423965781156782493289516347765493128314278659531824976692157834847639215,26,39,16,3,0,0,0,0,0,Intermediate,
....42..6..386.4......9......6..4.....4...9.3.9..31.2.6.9...8.....2..1...8.....95,978142536253867419461395278536924781124678953897531624619753842345289167782416395,25,41,20,2,0,1,0,2,2,Expert,
15..9..676..7......4.5..28..68..9..45...72.....4..........64.......2.9.8...9....5,153298467682743159947516283268359714519472836374681592795864321436125978821937645,26,35,20,0,0,0,0,0,0,Easy,
......3.2.......4.3..6....9.1.4.8...2...73..6..7....8.6...3.1..9..1.7.63....2....,869714352725389641341652879516498237298573416437261985674935128982147563153826794,24,46,11,0,0,0,0,0,0,Easy,
.....6.2.....7.5.......81.6.....2......75.6....5..137.8..3..9.1.67.1...8...6.9..5,538196427196274583742538196371962854489753612625841379854327961967415238213689745,26,39,16,0,0,0,0,0,0,Easy,
....3....1..8...428..6.9.....8...2....2.9.71...94.738....96..3..31.4.............,597234861163875942824619573378156294452398716619427385285961437931742658746583129,25,49,7,0,0,0,0,0,0,Easy,
9.........5....6.13...8...7.35..9..2....6..3826...87.......2.9.7.9......62......3,976421385458937621312586947835749162197265438264318759543172896789653214621894573,25,47,17,2,0,1,1,4,2,Expert,
6......4...5...2.3...6935.....8....7......3.83....24....7.6....4....5...8.34.9..2,631527849795148263248693571952834617174956328386712495527361984419285736863479152,25,57,10,2,0,6,1,2,2,Expert,
3....7..6......5...52..4.98..5......9.8.....4...6..7......4......4....5..8.9752..,319587426846329571752164398175438962968752134423691785537246819294813657681975243,23,33,25,0,0,0,0,0,0,Easy,
..279.386..7..........62...........5......92.9.....1682.6351..9.5.6...3.8...29...,512794386467813592398562417621938745785146923934275168246351879159687234873429651,28,54,14,4,0,3,1,3,2,Expert,
6....9.....28.....1....7..6......9.43..........9...18551.....689...6......35.84.2,687149253432856719195327846856271934341985627279634185514792368928463571763518492,25,50,6,0,0,0,0,0,0,Easy,
..31..8..9...7.....21.8.3.6....5..39738.1..6....6..1....9.......6.....2....2.7...,673124895985376412421589376146758239738912564592643187259861743867435921314297658,25,41,15,1,0,0,0,0,0,Intermediate,
...25.....2.97...............4..2..7..6..39........341.716..5..4.5.3..2......7.93,147258639823976415659314278534192867716483952982765341371629584495831726268547193,25,51,5,0,0,0,0,0,0,Easy,
....6..7..4.37.....3....2.8...43.8.54.5.2.6.3.8.......39...6...56....7.....7....2,251864379948372156736519248629437815475128693183695427397246581562981734814753962,26,28,27,0,0,0,0,0,0,Easy,
...9...468.9.....2.4...7.8......6....825.......4..21.9....1.....612.8.........52.,127985346859643712346127985513496278982571634674832159295314867761258493438769521,24,35,24,2,0,1,0,3,2,Expert,
..2.5.....64.....2......58..8.....15.9.....4...61..3.99..8.26.1..59.4.3..........,832751964564398172179246583283469715791523846456187329947832651615974238328615497,25,65,15,2,0,2,1,5,4,Expert,
....19.52...457.19...8........962.........5...6.....2.9...7....5.42..1.7..85.6...,347619852682457319195823674853962741279184536461735928926371485534298167718546293,26,53,2,0,0,0,0,0,0,Easy,
...6.9..8......3.78...4.........6.4.7.4....5253....89...2........9.37......25....,325679418946185327817342965298516743764893152531724896172968534659437281483251679,23,32,26,1,0,3,0,0,0,Intermediate,
93.1....7...5.3..1.6492..5.372..49.........2.6.....7...1...9573......14.........2,935148267827563491164927358372854916491736825658291734216489573583672149749315682,28,53,0,0,0,0,0,0,0,Simple,
.6......4.....7.18..8542....4..9....71....6........7416....8....7..24..6.24..9..5,967813254452967318138542967246791583713485629589236741691358472375124896824679135,27,32,22,0,0,0,0,0,0,Easy,
....32..7..7.9.543......9.6....5..9...4..8...95.37.6.....4...7.....63..97.3.2....,469532817827691543135847926381256794674918235952374681516489372248763159793125468,27,44,15,2,0,0,0,2,2,Expert,
.......7.1.5.....4.8.......6..5.49...5.8....2..4.72...592.......6..1..4..4..9.2.6,236489175175623894489157623628534917957861432314972568592746381863215749741398256,25,51,5,0,0,0,0,0,0,Easy,
.98..7.31.7.1...9......928.7.5...6...2......563...5.....3.2.7.....971.6.1........,298657431374182596516439287745813629821796345639245178963528714452971863187364952,27,33,21,0,0,0,0,0,0,Easy,
.74...3...1..5......5.8.9...8.5..7...61.............683...4..9....6..4.7..7...813,874269351916357284235184976482516739761893542593472168328741695159638427647925813,25,53,3,0,0,0,0,0,0,Easy,
..37.....7.16.....84.2...1......1.........47...2...189..9...8...2.9...6.167...2..,293715648751684932846293715984371526615829473372456189439162857528947361167538294,25,41,15,3,0,2,0,0,0,Intermediate,
8...1............6...24.37..28.....7......6.......3..86.79.......3..6.1249.3.....,839617254274539186156248379328164597745892631961753428617925843583476912492381765,23,77,12,3,0,1,0,7,6,Expert,
156......7..3..5...9..1.......5..7..6..2.18.5........953179.6.82..........8...3..,156927483782346591493815276814569732679231845325478169531794628267183954948652317,26,39,16,0,0,0,0,0,0,Easy,
.......9.98.....71....4.....3...46.9.768..3..........4..73.1...81..6...5..4..5...,245173896983652471761948523538724619476819352129536784657391248812467935394285167,24,37,19,2,1,4,1,1,0,Expert,
92.6...5...641....41..8.6.36..134...2....94.8.........................29....98.3.,928673154376415982415982673687134295231759468549826317892367541763541829154298736,25,51,5,0,0,0,0,0,0,Easy,
...9..84...26....9.4..7...1......17..94................7..65.8...8.2....16...92..,637912845812654739945873621326598174794231568581746392279165483458327916163489257,23,42,16,1,0,0,0,0,0,Intermediate,
6.7.1.2...15.2..6.28...9...5.....6.......6124...74..9......1.47....84......29....,697415283415823769283679451549132678378956124126748395952361847761584932834297516,27,54,0,0,0,0,0,0,0,Simple,
.4...8.32.3........5.1.2..........4...5..96.3.812...95...6..3.921.....6......5..4,147568932632497851859132476796351248425879613381246795578614329214983567963725184,26,62,27,0,0,0,1,5,4,Expert,
1.36...9........459...758.1.81.9.7..47...8.5...9.4..................3...86.....7.,153684297728931645946275831581392764472168953639547128314726589297853416865419372,25,52,4,0,0,0,0,0,0,Easy,
..6.9...253.1........643.....9.........32......4....7..6..74.9.2...5.3..9....62.4,416795832537182649892643751389467125751329486624518973163274598248951367975836214,25,46,10,0,0,0,0,0,0,Easy,
84.5.3...5........761......3.6........7..5.8....731.........14.4..38...2..5.1486.,842573691593162478761849235356428917127695384984731526638257149419386752275914863,27,45,8,1,1,1,0,1,0,Expert,
...71..2.82......6......5....137..4.3..5.......4.6....2..1.......7......56..438..,496715328825439176713628594681372945372594681954861732238157469147986253569243817,23,56,15,3,0,1,0,3,2,Expert,
.3.9.8....6.3..75.5.2.7...96.9...58.2.....4...8.6........26.......8...744........,731958642968342751542176839679421583215783496384695127897264315156839274423517968,25,59,21,0,0,1,0,2,2,Expert,
....7.2...4.....57.21..34..9..7....2.5.9....31.7...59..82......4......8.5.38....1,395674218846291357721583469968735142254916873137428596682157934419362785573849621,27,51,3,0,0,0,0,0,0,Easy,
.....1....3.9674....6...5...7.29..4..9.7.6..5....4..1...7......2....3.96....2..7.,429851763538967421716432589173295648894716235652348917967184352241573896385629174,25,49,7,0,0,0,0,0,0,Easy,
..5.7...927...54.6.14.........2..8...6.5........49.15.......2.....6...8......8...,685174329279835416314962578953217864461583792728496153846759231532641987197328645,22,53,6,0,0,0,0,0,0,Easy,
..1....2996....4....4...6.....9.....4..7.2956....1.8.4.5.68......9......1.72..5..,871465329965321487324879615536948172418732956792516834253684791689157243147293568,26,38,17,0,0,0,0,0,0,Easy,
172........397....6.........3146...28.....3....6.9.41.....2...748......9.....8...,172386954543972168698154273931465782854217396726893415315629847487531629269748531,24,56,16,3,0,1,0,4,6,Expert,
......1.9....23..7.3.6..8..3.....284.....9..6..........2...84.1..4.1..9.8.6.94..3,672845139481923567539671842397156284145289376268437915923768451754312698816594723,26,35,20,0,0,0,0,0,0,Easy,
9...21.8......6....62.5.....793...2...3.98...85.......2....9.75..1.8....53.....1.,945721683318946752762853149679315824123498567854672391286139475491587236537264918,26,72,14,3,0,0,0,6,10,Expert,
...219...46..7.....1........257.3.1.3....6.......5.9..246........392.7..7....53..,538219674462578139917634825625793418389146257174852963246387591853921746791465382,26,45,10,0,0,0,0,0,0,Easy,
..32.....9..65...2....395..6.......4...9.182.8...2..59...58.....4.3...........215,753248961918657342264139578692875134435961827871423659127586493549312786386794215,26,48,7,0,0,0,0,0,0,Easy,
39..567..5.2....637.6....8.4.5.............3.6..8.29.......5.7......3..4.....92.5,398156742542798163716324589475931826289567431631842957924615378157283694863479215,26,47,7,1,0,2,0,1,0,Expert,
...9...........6..81....9.2......1.7.278..4..16.7.....2..19.7.4.74.3..6......8..3,746982315392541678815367942489653127527819436163724589238196754974235861651478293,26,37,18,1,0,0,0,0,0,Intermediate,
..5...6.........3.8325.....49........63..2.51...64....9.4...........12.8..6...39.,145839672679124835832576149498315726763982451521647983984263517357491268216758394,24,58,5,1,0,1,0,2,2,Expert,
...35.2...3..9.874........97...25........73.....86.....86...9..3.54....8.9......5,879354216531296874264781539743925681658147392912863457186572943325419768497638125,25,34,22,1,0,0,0,0,0,Intermediate,
